"","test","LOQ.type","Exclusion.CAS","freq","Substance"
"1","Chronic","LOQ.T0","Refined_Metals_PAH",0.679394991321597,"Iron"
"2","Chronic","LOQ.T0","Refined_Metals_PAH",0.53161418299033,"Magnesium"
"3","Chronic","LOQ.T0","Refined_Metals_PAH",0.376146788990826,"Zinc"
"4","Chronic","LOQ.T0","Refined_Metals_PAH",0.347136126952641,"Aluminum"
"5","Chronic","LOQ.T0","Refined_Metals_PAH",0.187949417307215,"Copper"
"6","Chronic","LOQ.T0","Refined_Metals_PAH",0.0900074386312918,"Nickel"
"7","Chronic","LOQ.T0","Refined_Metals_PAH",0.0617406397222911,"Arsenic"
"8","Chronic","LOQ.T0","Refined_Metals_PAH",0.0582692784527647,"Isoproturon"
"9","Chronic","LOQ.T0","Refined_Metals_PAH",0.0538060996776593,"Chromium"
"10","Chronic","LOQ.T0","Refined_Metals_PAH",0.0436399702454748,"Chlorpyrifos"
"11","Chronic","LOQ.T0","Refined_Metals_PAH",0.0426481527398959,"Lead"
"12","Chronic","LOQ.T0","Refined_Metals_PAH",0.0409124721051327,"Manganese"
"13","Chronic","LOQ.T0","Refined_Metals_PAH",0.0364492933300273,"diuron"
"14","Chronic","LOQ.T0","Refined_Metals_PAH",0.0300024795437639,"Mercury"
"15","Chronic","LOQ.T0","Refined_Metals_PAH",0.029010662038185,"Cadmium"
"16","Chronic","LOQ.T0","Refined_Metals_PAH",0.0257872551450533,"Cobalt"
"17","Chronic","LOQ.T0","Refined_Metals_PAH",0.0185965782296058,"Metolachlor"
"18","Chronic","LOQ.T0","Refined_Metals_PAH",0.017356806347632,"Tributyltin (kation)"
"19","Chronic","LOQ.T0","Refined_Metals_PAH",0.0168608975948425,"Terbuthylazine"
"20","Chronic","LOQ.T0","Refined_Metals_PAH",0.0158690800892636,"Benzo(b)fluorantheen"
"21","Chronic","LOQ.T0","Refined_Metals_PAH",0.0156211257128688,"Endrin"
"22","Chronic","LOQ.T0","Refined_Metals_PAH",0.0128936275725267,"Bis(2-ethylhexyl) phthalate"
"23","Chronic","LOQ.T0","Refined_Metals_PAH",0.0123977188197372,"Diazinon"
"24","Chronic","LOQ.T0","Refined_Metals_PAH",0.0121497644433424,"Ibuprofen"
"25","Chronic","LOQ.T0","Refined_Metals_PAH",0.0104140838085792,"Vanadium"
"26","Chronic","LOQ.T0","Refined_Metals_PAH",0.00991817505578974,"Deethylatrazine"
"27","Chronic","LOQ.T0","Refined_Metals_PAH",0.00843044879742127,"Benzo(a)pyreen"
"28","Chronic","LOQ.T0","Refined_Metals_PAH",0.00793454004463179,"Erythromycin"
"29","Chronic","LOQ.T0","Refined_Metals_PAH",0.00719067691544756,"Cypermethrin | Zeta-cypermethrin"
"30","Chronic","LOQ.T0","Refined_Metals_PAH",0.00644681378626333,"imidacloprid"
"31","Chronic","LOQ.T0","Refined_Metals_PAH",0.00644681378626333,"Dibutylstannane"
"32","Chronic","LOQ.T0","Refined_Metals_PAH",0.0057029506570791,"Diclofenac"
"33","Chronic","LOQ.T0","Refined_Metals_PAH",0.0057029506570791,"Uranium"
"34","Chronic","LOQ.T0","Refined_Metals_PAH",0.00545499628068435,"Boron"
"35","Chronic","LOQ.T0","Refined_Metals_PAH",0.00545499628068435,"DDT"
"36","Chronic","LOQ.T0","Refined_Metals_PAH",0.00446317877510538,"Naphthalene"
"37","Chronic","LOQ.T0","Refined_Metals_PAH",0.00421522439871064,"Caffeine"
"38","Chronic","LOQ.T0","Refined_Metals_PAH",0.00421522439871064,"Irgarol"
"39","Chronic","LOQ.T0","Refined_Metals_PAH",0.00371931564592115,"DDD"
"40","Chronic","LOQ.T0","Refined_Metals_PAH",0.00347136126952641,"Terbutryn"
